¡ˆ¡°,¡ˆ¡°∏Ì,¿œΩ√,√÷¿˙±‚ø¬(°∆C),√÷∞Ì±‚ø¬(°∆C),¿œ∞≠ºˆ∑Æ(mm),∆Ú±’ «≥º”(m/s),∆Ú±’ ªÛ¥ÎΩ¿µµ(%),¿œ √÷Ω…Ω≈¿˚º≥(cm),∆Ú±’ ¿¸øÓ∑Æ(1/10),æ»∞≥ ∞Ëº”Ω√∞£(hr),¿œ πÃºº∏’¡ˆ ≥Ûµµ(ß∂/ß©)
169,»ÊªÍµµ,2008-04-01,5.7,10.5,,3.5,74.5,,2.3,,47.0
169,»ÊªÍµµ,2008-04-02,6.9,13.3,,4.4,68.5,,5.0,,61.0
169,»ÊªÍµµ,2008-04-03,6.5,14.4,,3.6,52.3,,2.6,,61.0
169,»ÊªÍµµ,2008-04-04,5.9,14.1,,2.6,62.6,,3.5,,79.0
169,»ÊªÍµµ,2008-04-05,7.3,15.8,,2.0,52.6,,3.3,,56.0
169,»ÊªÍµµ,2008-04-06,7.5,15.4,1.0,5.1,66.4,,6.8,,56.0
169,»ÊªÍµµ,2008-04-07,6.0,10.0,1.0,3.9,95.5,,9.6,21.47,32.0
169,»ÊªÍµµ,2008-04-08,5.5,15.9,,5.9,78.3,,8.0,9.75,37.0
169,»ÊªÍµµ,2008-04-09,8.0,11.3,42.0,6.5,91.1,,10.0,7.82,28.0
169,»ÊªÍµµ,2008-04-10,7.0,10.8,1.5,8.9,81.3,,4.0,,34.0
169,»ÊªÍµµ,2008-04-11,7.4,14.8,,4.2,77.8,,5.3,,94.0
169,»ÊªÍµµ,2008-04-12,6.5,13.9,,4.2,85.5,,6.1,,55.0
169,»ÊªÍµµ,2008-04-13,5.3,13.4,,3.4,90.0,,8.1,5.1,46.0
169,»ÊªÍµµ,2008-04-14,4.1,13.7,,3.6,67.9,,1.5,4.67,44.0
169,»ÊªÍµµ,2008-04-15,8.3,13.9,,2.4,49.8,,5.6,,76.0
169,»ÊªÍµµ,2008-04-16,9.2,12.3,,3.9,73.4,,9.9,,80.0
169,»ÊªÍµµ,2008-04-17,9.7,12.7,,4.5,80.6,,4.3,,70.0
169,»ÊªÍµµ,2008-04-18,9.9,18.6,,2.8,71.0,,2.6,,51.0
169,»ÊªÍµµ,2008-04-19,9.1,18.5,,4.0,75.5,,2.4,,38.0
169,»ÊªÍµµ,2008-04-20,10.5,15.9,,3.8,68.5,,9.1,,42.0
169,»ÊªÍµµ,2008-04-21,10.9,14.4,0.5,4.3,74.4,,10.0,,50.0
169,»ÊªÍµµ,2008-04-22,11.0,16.2,18.0,5.5,80.8,,10.0,5.65,47.0
169,»ÊªÍµµ,2008-04-23,7.5,12.4,1.5,7.3,77.3,,6.3,5.73,41.0
169,»ÊªÍµµ,2008-04-24,7.3,14.1,,5.4,66.9,,0.8,,60.0
169,»ÊªÍµµ,2008-04-25,8.5,15.4,3.5,9.3,65.4,,3.5,,70.0
169,»ÊªÍµµ,2008-04-26,8.3,12.1,0.1,5.4,71.5,,3.1,,60.0
169,»ÊªÍµµ,2008-04-27,6.6,11.1,1.5,4.1,78.8,,7.1,,58.0
169,»ÊªÍµµ,2008-04-28,9.0,18.1,,4.3,72.5,,0.6,,54.0
169,»ÊªÍµµ,2008-04-29,9.8,14.4,,5.0,93.0,,8.1,15.28,46.0
169,»ÊªÍµµ,2008-04-30,9.8,15.9,,7.3,92.1,,7.0,14.25,
169,»ÊªÍµµ,2008-05-01,11.9,20.6,,4.6,84.1,,1.6,,43.0
169,»ÊªÍµµ,2008-05-02,12.1,20.4,,2.2,75.4,,0.0,,53.0
169,»ÊªÍµµ,2008-05-03,11.1,22.0,,1.9,72.6,,1.3,,41.0
169,»ÊªÍµµ,2008-05-04,10.3,15.1,26.5,7.7,90.5,,9.5,10.2,34.0
169,»ÊªÍµµ,2008-05-05,9.7,15.1,,6.5,67.5,,2.5,2.15,46.0
169,»ÊªÍµµ,2008-05-06,9.5,16.7,,6.7,60.1,,0.0,,62.0
169,»ÊªÍµµ,2008-05-07,9.7,18.1,,6.1,86.5,,2.6,,40.0
169,»ÊªÍµµ,2008-05-08,10.1,18.4,,3.0,81.0,,6.9,1.62,43.0
169,»ÊªÍµµ,2008-05-09,12.8,20.2,,3.8,59.5,,7.8,,69.0
169,»ÊªÍµµ,2008-05-10,10.2,17.5,,2.9,51.4,,4.5,,35.0
169,»ÊªÍµµ,2008-05-11,9.2,18.4,,3.4,75.3,,0.0,,31.0
169,»ÊªÍµµ,2008-05-12,8.1,15.0,11.5,2.6,76.9,,6.6,,
169,»ÊªÍµµ,2008-05-13,7.9,14.7,1.5,2.8,82.1,,6.1,,32.0
169,»ÊªÍµµ,2008-05-14,9.3,16.1,,4.0,81.0,,0.5,,16.0
169,»ÊªÍµµ,2008-05-15,8.4,16.5,,2.1,80.4,,0.8,,20.0
169,»ÊªÍµµ,2008-05-16,9.6,16.7,,1.7,81.6,,3.9,,21.0
169,»ÊªÍµµ,2008-05-17,11.2,18.7,0.0,2.1,70.9,,8.0,,
169,»ÊªÍµµ,2008-05-18,12.1,18.0,12.5,5.7,89.8,,9.6,2.0,32.0
169,»ÊªÍµµ,2008-05-19,10.2,20.5,0.5,4.8,74.6,,3.4,,67.0
169,»ÊªÍµµ,2008-05-20,10.7,18.2,,4.0,60.5,,0.3,,53.0
169,»ÊªÍµµ,2008-05-21,11.5,20.2,,9.7,78.3,,3.4,,60.0
169,»ÊªÍµµ,2008-05-22,12.7,18.7,,8.0,82.6,,3.8,,74.0
169,»ÊªÍµµ,2008-05-23,13.5,16.9,10.5,6.4,92.9,,9.5,14.68,37.0
169,»ÊªÍµµ,2008-05-24,14.5,18.4,1.0,3.1,91.3,,8.9,4.97,34.0
169,»ÊªÍµµ,2008-05-25,12.7,21.3,,3.7,90.1,,4.0,9.98,
169,»ÊªÍµµ,2008-05-26,10.9,17.0,,2.9,95.0,,9.1,24.0,
169,»ÊªÍµµ,2008-05-27,9.8,16.1,3.5,5.6,95.9,,10.0,22.58,21.0
169,»ÊªÍµµ,2008-05-28,13.4,19.4,52.0,4.2,96.1,,10.0,22.42,
169,»ÊªÍµµ,2008-05-29,13.1,20.0,,4.4,93.3,,8.0,15.62,21.0
169,»ÊªÍµµ,2008-05-30,13.1,18.2,,3.3,82.9,,7.1,2.8,93.0
169,»ÊªÍµµ,2008-05-31,12.9,20.7,,2.3,61.8,,0.1,,110.0
169,»ÊªÍµµ,2008-06-01,12.6,20.2,,5.5,75.5,,5.5,,75.0
169,»ÊªÍµµ,2008-06-02,14.1,21.0,,5.4,83.6,,5.6,,53.0
169,»ÊªÍµµ,2008-06-03,14.1,22.4,,2.8,77.1,,5.5,,32.0
169,»ÊªÍµµ,2008-06-04,12.8,16.2,2.0,7.3,91.9,,9.8,,
169,»ÊªÍµµ,2008-06-05,12.9,16.3,0.1,4.3,91.0,,9.1,,
169,»ÊªÍµµ,2008-06-06,12.7,19.1,,1.9,82.8,,4.3,,39.0
169,»ÊªÍµµ,2008-06-07,13.3,20.1,,1.9,73.8,,7.5,,37.0
169,»ÊªÍµµ,2008-06-08,14.7,20.8,,5.0,82.4,,9.0,6.3,37.0
169,»ÊªÍµµ,2008-06-09,15.0,19.9,,3.2,94.5,,10.0,24.0,16.0
169,»ÊªÍµµ,2008-06-10,16.1,22.5,,2.6,92.6,,8.9,11.23,19.0
169,»ÊªÍµµ,2008-06-11,14.9,20.9,,3.5,94.5,,9.3,17.05,24.0
169,»ÊªÍµµ,2008-06-12,14.5,19.0,,3.4,94.8,,8.1,12.88,36.0
169,»ÊªÍµµ,2008-06-13,14.2,17.8,,2.5,93.6,,9.1,14.8,30.0
169,»ÊªÍµµ,2008-06-14,13.6,18.8,0.5,3.4,90.1,,10.0,11.25,29.0
169,»ÊªÍµµ,2008-06-15,16.1,21.6,7.0,4.0,70.8,,7.4,,33.0
169,»ÊªÍµµ,2008-06-16,16.5,21.5,,2.3,70.9,,8.4,,23.0
169,»ÊªÍµµ,2008-06-17,15.6,19.4,41.0,7.7,92.6,,9.9,,29.0
169,»ÊªÍµµ,2008-06-18,16.0,20.5,56.5,7.0,96.0,,8.9,5.2,
169,»ÊªÍµµ,2008-06-19,13.7,19.3,0.0,3.2,95.3,,9.5,14.07,16.0
169,»ÊªÍµµ,2008-06-20,16.0,22.4,18.5,2.4,95.0,,8.9,15.32,
169,»ÊªÍµµ,2008-06-21,16.2,20.1,41.5,4.3,95.9,,10.0,23.33,18.0
169,»ÊªÍµµ,2008-06-22,15.6,22.4,,2.7,91.0,,5.8,3.65,31.0
169,»ÊªÍµµ,2008-06-23,15.1,21.1,0.3,5.9,87.0,,8.5,1.17,30.0
169,»ÊªÍµµ,2008-06-24,15.2,21.1,2.5,3.5,88.4,,9.3,,35.0
169,»ÊªÍµµ,2008-06-25,16.3,21.0,,2.6,91.6,,7.4,7.6,30.0
169,»ÊªÍµµ,2008-06-26,14.7,20.7,,1.4,88.8,,3.3,1.8,30.0
169,»ÊªÍµµ,2008-06-27,16.5,23.4,1.0,3.0,87.6,,6.9,1.27,35.0
169,»ÊªÍµµ,2008-06-28,16.3,17.9,84.0,4.2,95.6,,10.0,8.7,35.0
169,»ÊªÍµµ,2008-06-29,15.8,19.6,2.0,4.7,93.8,,8.4,10.08,
169,»ÊªÍµµ,2008-06-30,16.9,23.1,,6.2,87.4,,5.1,,22.0
169,»ÊªÍµµ,2008-07-01,16.5,17.9,20.5,8.5,95.6,,9.4,,22.0
169,»ÊªÍµµ,2008-07-02,17.8,21.6,46.0,8.3,95.1,,10.0,17.05,
169,»ÊªÍµµ,2008-07-03,17.0,24.5,0.1,4.3,92.6,,9.1,13.97,51.0
169,»ÊªÍµµ,2008-07-04,17.6,23.8,,6.8,93.6,,9.0,15.52,20.0
169,»ÊªÍµµ,2008-07-05,18.5,22.9,,8.0,95.6,,10.0,24.0,17.0
169,»ÊªÍµµ,2008-07-06,18.3,25.4,,7.1,95.0,,8.8,24.0,21.0
169,»ÊªÍµµ,2008-07-07,18.7,23.7,,4.7,95.3,,10.0,24.0,14.0
169,»ÊªÍµµ,2008-07-08,18.9,25.4,,3.3,92.1,,5.4,13.8,21.0
169,»ÊªÍµµ,2008-07-09,18.9,26.4,,1.4,89.9,,1.5,3.78,
169,»ÊªÍµµ,2008-07-10,19.9,27.1,,2.4,84.3,,3.5,2.73,
169,»ÊªÍµµ,2008-07-11,20.4,22.6,0.0,4.4,91.0,,10.0,5.28,33.0
169,»ÊªÍµµ,2008-07-12,20.8,27.4,0.1,5.3,89.6,,8.3,3.88,39.0
169,»ÊªÍµµ,2008-07-13,21.9,26.4,0.2,2.9,94.1,,9.8,24.0,22.0
169,»ÊªÍµµ,2008-07-14,21.9,27.7,,3.6,92.8,,9.5,24.0,22.0
169,»ÊªÍµµ,2008-07-15,22.1,28.6,,5.0,89.4,,7.1,8.02,32.0
169,»ÊªÍµµ,2008-07-16,22.1,26.1,,6.4,92.5,,9.4,13.33,20.0
169,»ÊªÍµµ,2008-07-17,20.1,26.7,14.5,2.9,88.5,,8.4,1.4,21.0
169,»ÊªÍµµ,2008-07-18,21.3,28.4,4.0,3.2,89.9,,7.6,10.53,
169,»ÊªÍµµ,2008-07-19,23.1,28.7,,6.4,90.6,,8.9,7.78,
169,»ÊªÍµµ,2008-07-20,20.2,24.6,22.5,10.2,94.0,,9.6,,
169,»ÊªÍµµ,2008-07-21,21.0,26.1,0.5,2.4,92.4,,8.1,7.0,
169,»ÊªÍµµ,2008-07-22,20.9,27.5,,2.3,94.1,,8.5,20.0,53.0
169,»ÊªÍµµ,2008-07-23,20.5,26.8,,6.1,90.0,,7.6,2.6,73.0
169,»ÊªÍµµ,2008-07-24,21.6,25.7,,8.0,93.0,,9.1,22.33,39.0
169,»ÊªÍµµ,2008-07-25,21.4,27.2,0.5,4.0,86.3,,8.9,5.75,62.0
169,»ÊªÍµµ,2008-07-26,21.8,27.4,1.5,2.1,89.3,,8.3,0.97,38.0
169,»ÊªÍµµ,2008-07-27,20.6,27.7,,2.6,88.6,,7.3,8.48,50.0
169,»ÊªÍµµ,2008-07-28,22.5,29.4,,3.3,87.3,,7.1,,41.0
169,»ÊªÍµµ,2008-07-29,23.2,30.0,,2.9,87.3,,6.4,,40.0
169,»ÊªÍµµ,2008-07-30,23.2,27.8,0.2,2.4,87.8,,9.0,,33.0
169,»ÊªÍµµ,2008-07-31,23.1,29.4,,4.6,88.4,,6.6,,37.0
169,»ÊªÍµµ,2008-08-01,22.3,27.1,,7.4,90.4,,5.3,,28.0
169,»ÊªÍµµ,2008-08-02,22.3,26.3,0.1,7.0,90.0,,9.3,,
169,»ÊªÍµµ,2008-08-03,22.7,27.8,1.0,2.5,84.5,,6.0,,54.0
169,»ÊªÍµµ,2008-08-04,21.8,26.4,,1.1,81.8,,3.5,,48.0
169,»ÊªÍµµ,2008-08-05,21.4,28.0,,1.5,82.8,,5.6,,42.0
169,»ÊªÍµµ,2008-08-06,21.4,26.2,,2.7,82.6,,3.4,,43.0
169,»ÊªÍµµ,2008-08-07,20.7,27.0,,2.2,80.4,,3.0,,50.0
169,»ÊªÍµµ,2008-08-08,22.5,30.6,,1.4,79.3,,5.9,,45.0
169,»ÊªÍµµ,2008-08-09,21.8,30.9,,2.2,81.0,,6.0,,30.0
169,»ÊªÍµµ,2008-08-10,22.7,28.6,1.5,2.8,86.3,,7.9,,32.0
169,»ÊªÍµµ,2008-08-11,22.7,28.5,0.1,6.1,85.8,,7.0,,31.0
169,»ÊªÍµµ,2008-08-12,23.2,26.3,71.0,4.4,91.8,,9.5,0.8,
169,»ÊªÍµµ,2008-08-13,23.1,28.2,,2.4,87.4,,5.5,,
169,»ÊªÍµµ,2008-08-14,22.6,29.2,,2.0,82.6,,4.8,,
169,»ÊªÍµµ,2008-08-15,22.1,25.5,8.0,3.1,90.5,,8.8,0.52,50.0
169,»ÊªÍµµ,2008-08-16,21.5,27.0,0.0,3.5,84.6,,7.6,,
169,»ÊªÍµµ,2008-08-17,20.8,26.8,,8.1,86.3,,8.9,,36.0
169,»ÊªÍµµ,2008-08-18,22.1,27.9,0.5,7.0,84.3,,8.6,,
169,»ÊªÍµµ,2008-08-19,21.8,26.6,,2.6,84.0,,5.5,,92.0
169,»ÊªÍµµ,2008-08-20,21.1,25.7,,2.5,80.8,,3.3,,64.0
169,»ÊªÍµµ,2008-08-21,20.2,25.9,,6.3,82.8,,5.4,,
169,»ÊªÍµµ,2008-08-22,19.1,25.8,29.0,10.5,90.0,,10.0,,
169,»ÊªÍµµ,2008-08-23,18.8,22.6,,5.7,81.8,,7.1,,
169,»ÊªÍµµ,2008-08-24,18.8,23.4,,3.0,85.1,,5.0,,
169,»ÊªÍµµ,2008-08-25,19.7,25.6,,2.1,85.3,,8.8,,
169,»ÊªÍµµ,2008-08-26,20.0,24.1,0.1,2.9,76.8,,2.5,,
169,»ÊªÍµµ,2008-08-27,20.3,24.0,,4.4,85.5,,0.4,,
169,»ÊªÍµµ,2008-08-28,20.2,23.8,,4.8,87.5,,0.6,,35.0
169,»ÊªÍµµ,2008-08-29,20.3,24.6,,3.3,89.0,,3.0,,62.0
169,»ÊªÍµµ,2008-08-30,20.2,25.8,,2.5,83.6,,4.1,,65.0
169,»ÊªÍµµ,2008-08-31,19.2,26.1,,5.9,83.8,,6.9,,
169,»ÊªÍµµ,2008-09-01,20.3,25.2,9.0,5.0,89.9,,9.4,,
169,»ÊªÍµµ,2008-09-02,19.6,21.5,2.0,7.5,88.9,,7.9,,36.0
169,»ÊªÍµµ,2008-09-03,19.6,23.5,,4.6,87.5,,4.1,,
169,»ÊªÍµµ,2008-09-04,19.4,24.0,,1.8,90.0,,5.9,6.03,
169,»ÊªÍµµ,2008-09-05,19.5,26.2,0.0,2.7,82.6,,7.9,,
169,»ÊªÍµµ,2008-09-06,20.2,24.1,,4.2,82.9,,5.6,,61.0
169,»ÊªÍµµ,2008-09-07,20.0,24.2,,4.0,85.3,,0.6,,76.0
169,»ÊªÍµµ,2008-09-08,20.6,26.5,,2.8,86.6,,4.0,,79.0
169,»ÊªÍµµ,2008-09-09,20.5,27.2,,2.6,74.1,,1.6,,40.0
169,»ÊªÍµµ,2008-09-10,19.7,26.8,,2.9,80.1,,1.8,,46.0
169,»ÊªÍµµ,2008-09-11,21.2,28.1,,2.1,86.4,,8.3,,
169,»ÊªÍµµ,2008-09-12,21.4,26.2,0.1,2.4,85.1,,6.0,,46.0
169,»ÊªÍµµ,2008-09-13,21.0,24.6,,4.0,82.0,,1.1,,40.0
169,»ÊªÍµµ,2008-09-14,20.8,28.1,,2.8,83.0,,4.8,,44.0
169,»ÊªÍµµ,2008-09-15,20.6,23.0,46.0,4.2,90.6,,7.6,,30.0
169,»ÊªÍµµ,2008-09-16,20.7,24.3,,3.4,85.1,,2.5,,39.0
169,»ÊªÍµµ,2008-09-17,20.9,27.8,,2.2,78.8,,5.1,,54.0
169,»ÊªÍµµ,2008-09-18,21.9,25.9,,3.5,81.1,,4.1,,60.0
169,»ÊªÍµµ,2008-09-19,21.2,27.0,,3.1,79.4,,3.4,,61.0
169,»ÊªÍµµ,2008-09-20,20.4,24.4,5.0,5.1,91.5,,9.3,,
169,»ÊªÍµµ,2008-09-21,19.6,24.6,10.5,2.9,89.6,,6.0,,
169,»ÊªÍµµ,2008-09-22,21.0,25.9,,7.0,87.1,,5.0,,
169,»ÊªÍµµ,2008-09-23,20.7,24.3,,3.6,88.3,,6.8,0.6,
169,»ÊªÍµµ,2008-09-24,20.0,23.3,,2.7,77.1,,7.8,,37.0
169,»ÊªÍµµ,2008-09-25,19.0,23.5,0.3,3.5,84.3,,9.5,,27.0
169,»ÊªÍµµ,2008-09-26,16.2,20.8,1.0,12.1,60.6,,6.4,,48.0
169,»ÊªÍµµ,2008-09-27,16.3,18.5,,8.2,53.3,,6.3,,32.0
169,»ÊªÍµµ,2008-09-28,17.6,19.7,,5.7,55.3,,9.6,,29.0
169,»ÊªÍµµ,2008-09-29,17.1,19.0,,5.3,66.9,,8.8,,19.0
169,»ÊªÍµµ,2008-09-30,17.4,20.8,,5.9,76.0,,4.4,,26.0
169,»ÊªÍµµ,2008-10-01,17.7,21.0,,5.3,80.6,,0.8,,62.0
169,»ÊªÍµµ,2008-10-02,17.6,24.7,,1.8,77.9,,1.1,,49.0
169,»ÊªÍµµ,2008-10-03,17.7,22.6,,2.8,86.3,,3.5,,40.0
169,»ÊªÍµµ,2008-10-04,17.5,21.3,,5.3,80.9,,6.4,,38.0
169,»ÊªÍµµ,2008-10-05,17.9,21.6,0.5,2.7,85.0,,9.5,,33.0
169,»ÊªÍµµ,2008-10-06,16.5,20.4,,4.9,76.1,,6.3,,34.0
169,»ÊªÍµµ,2008-10-07,16.4,19.5,,5.1,68.6,,2.3,,31.0
169,»ÊªÍµµ,2008-10-08,15.9,20.5,,2.8,68.9,,2.9,,26.0
169,»ÊªÍµµ,2008-10-09,17.2,24.4,,3.2,82.6,,4.3,,34.0
169,»ÊªÍµµ,2008-10-10,16.9,21.1,1.0,5.3,84.1,,9.0,,35.0
169,»ÊªÍµµ,2008-10-11,16.1,17.5,,10.2,60.6,,2.1,,42.0
169,»ÊªÍµµ,2008-10-12,16.1,19.4,,5.4,64.9,,2.8,,30.0
169,»ÊªÍµµ,2008-10-13,15.8,20.3,,3.7,67.3,,2.9,,25.0
169,»ÊªÍµµ,2008-10-14,15.3,19.9,,2.4,72.9,,0.0,,
169,»ÊªÍµµ,2008-10-15,16.0,21.9,,1.5,78.7,,0.0,,70.0
169,»ÊªÍµµ,2008-10-16,16.2,23.3,,2.2,78.9,,3.0,,95.0
169,»ÊªÍµµ,2008-10-17,16.9,24.7,,3.0,67.3,,0.8,,111.0
169,»ÊªÍµµ,2008-10-18,16.7,25.0,,2.6,66.5,,0.9,,89.0
169,»ÊªÍµµ,2008-10-19,16.3,23.6,2.0,2.6,83.4,,5.9,,43.0
169,»ÊªÍµµ,2008-10-20,16.2,21.2,,3.4,86.1,,2.9,0.73,58.0
169,»ÊªÍµµ,2008-10-21,15.5,20.9,0.5,4.2,84.8,,7.9,2.4,52.0
169,»ÊªÍµµ,2008-10-22,17.4,19.1,15.0,7.0,94.5,,10.0,0.75,36.0
169,»ÊªÍµµ,2008-10-23,16.4,22.9,0.2,4.3,86.8,,9.0,4.27,32.0
169,»ÊªÍµµ,2008-10-24,13.0,17.2,,7.6,55.9,,2.8,,29.0
169,»ÊªÍµµ,2008-10-25,12.2,18.3,,5.4,66.4,,7.8,,31.0
169,»ÊªÍµµ,2008-10-26,15.3,18.8,,5.0,57.8,,6.3,,57.0
169,»ÊªÍµµ,2008-10-27,14.1,16.2,,6.1,55.0,,3.5,,30.0
169,»ÊªÍµµ,2008-10-28,14.0,18.6,,4.3,59.3,,5.0,,31.0
169,»ÊªÍµµ,2008-10-29,14.7,17.5,,2.3,61.8,,8.5,,
169,»ÊªÍµµ,2008-10-30,13.7,17.0,,3.3,67.5,,1.6,,36.0
169,»ÊªÍµµ,2008-10-31,13.5,18.5,0.5,5.7,73.4,,6.9,,79.0
169,»ÊªÍµµ,2008-11-01,13.4,16.7,,3.6,61.0,,4.3,,37.0
169,»ÊªÍµµ,2008-11-02,15.2,19.7,,1.8,78.3,,8.0,,
169,»ÊªÍµµ,2008-11-03,13.8,19.1,,4.4,77.0,,5.9,,153.0
169,»ÊªÍµµ,2008-11-04,12.4,15.1,,4.5,57.3,,1.3,,23.0
169,»ÊªÍµµ,2008-11-05,11.7,19.3,,3.2,68.8,,4.3,,22.0
169,»ÊªÍµµ,2008-11-06,15.9,20.3,,4.2,88.4,,8.8,,33.0
169,»ÊªÍµµ,2008-11-07,13.6,17.4,0.5,5.5,78.9,,10.0,,114.0
169,»ÊªÍµµ,2008-11-08,12.3,14.0,0.2,7.1,56.3,,9.1,,23.0
169,»ÊªÍµµ,2008-11-09,11.4,14.1,,9.1,57.4,,3.9,,28.0
169,»ÊªÍµµ,2008-11-10,11.4,14.6,,4.9,63.8,,2.0,,28.0
169,»ÊªÍµµ,2008-11-11,11.9,15.6,,3.1,60.8,,1.4,,27.0
169,»ÊªÍµµ,2008-11-12,11.9,15.3,,4.1,61.8,,1.4,,23.0
169,»ÊªÍµµ,2008-11-13,12.0,15.3,,2.7,69.1,,2.3,,20.0
169,»ÊªÍµµ,2008-11-14,12.1,15.3,,3.4,70.1,,4.8,,22.0
169,»ÊªÍµµ,2008-11-15,12.6,15.9,1.0,2.6,81.1,,3.9,,26.0
169,»ÊªÍµµ,2008-11-16,10.6,14.8,0.2,7.3,66.4,,4.0,,47.0
169,»ÊªÍµµ,2008-11-17,5.7,13.0,1.0,8.8,61.6,,7.0,,41.0
169,»ÊªÍµµ,2008-11-18,2.1,7.8,7.5,10.4,68.6,,7.9,,23.0
169,»ÊªÍµµ,2008-11-19,1.1,5.3,9.0,9.6,80.8,,6.8,,19.0
169,»ÊªÍµµ,2008-11-20,1.7,11.3,1.5,4.0,55.5,,6.9,,36.0
169,»ÊªÍµµ,2008-11-21,7.7,12.7,,6.0,52.0,,3.8,,44.0
169,»ÊªÍµµ,2008-11-22,7.4,11.5,,2.1,58.9,,6.1,,16.0
169,»ÊªÍµµ,2008-11-23,9.5,13.8,,2.9,65.9,,7.8,,76.0
169,»ÊªÍµµ,2008-11-24,7.9,12.0,9.0,4.9,72.3,,6.8,,54.0
169,»ÊªÍµµ,2008-11-25,9.0,12.7,1.5,4.8,64.6,,4.4,,
169,»ÊªÍµµ,2008-11-26,9.1,12.7,,2.6,53.8,,5.8,,40.0
169,»ÊªÍµµ,2008-11-27,6.1,11.3,3.5,5.7,73.9,,7.9,,43.0
169,»ÊªÍµµ,2008-11-28,7.7,10.2,0.4,6.7,60.1,,6.4,,33.0
169,»ÊªÍµµ,2008-11-29,6.8,11.0,0.0,8.6,55.4,,5.0,,38.0
169,»ÊªÍµµ,2008-11-30,7.2,10.9,,5.1,50.5,,1.0,,27.0
169,»ÊªÍµµ,2008-12-01,8.0,14.8,,5.6,60.8,,4.5,,26.0
169,»ÊªÍµµ,2008-12-02,9.2,13.6,,4.4,67.8,,0.4,,158.0
169,»ÊªÍµµ,2008-12-03,8.6,13.7,0.1,4.3,60.3,,4.6,,60.0
169,»ÊªÍµµ,2008-12-04,6.3,14.7,2.5,10.6,74.8,,9.3,,49.0
169,»ÊªÍµµ,2008-12-05,-2.0,6.4,1.5,9.5,72.6,0.0,7.3,,29.0
169,»ÊªÍµµ,2008-12-06,-1.8,3.1,5.0,7.5,76.4,6.7,5.8,,20.0
169,»ÊªÍµµ,2008-12-07,2.5,9.7,,4.3,57.6,,6.4,,28.0
169,»ÊªÍµµ,2008-12-08,9.5,13.5,,5.7,52.5,,4.1,,95.0
169,»ÊªÍµµ,2008-12-09,11.0,16.5,,5.1,64.3,,0.0,,98.0
169,»ÊªÍµµ,2008-12-10,11.9,17.4,,4.9,70.8,,0.1,,64.0
169,»ÊªÍµµ,2008-12-11,5.8,14.9,,7.0,69.5,,5.1,,75.0
169,»ÊªÍµµ,2008-12-12,5.8,9.0,,4.1,60.1,,3.3,,23.0
169,»ÊªÍµµ,2008-12-13,4.7,9.1,,9.7,61.9,,6.5,,34.0
169,»ÊªÍµµ,2008-12-14,4.0,6.6,,9.5,54.4,,5.4,,21.0
169,»ÊªÍµµ,2008-12-15,6.0,9.1,,5.0,54.1,,5.1,,71.0
169,»ÊªÍµµ,2008-12-16,6.3,13.5,,2.3,63.9,,2.9,,78.0
169,»ÊªÍµµ,2008-12-17,7.5,14.3,,5.5,68.0,,4.6,,89.0
169,»ÊªÍµµ,2008-12-18,4.1,7.6,,9.0,59.9,,4.1,,32.0
169,»ÊªÍµµ,2008-12-19,2.7,11.8,,5.0,66.1,,0.6,,23.0
169,»ÊªÍµµ,2008-12-20,5.7,13.7,,7.8,67.3,,8.3,,54.0
169,»ÊªÍµµ,2008-12-21,1.1,6.4,2.0,7.6,73.4,,10.0,,28.0
169,»ÊªÍµµ,2008-12-22,-2.1,2.3,0.1,11.3,67.4,,7.6,,26.0
169,»ÊªÍµµ,2008-12-23,2.1,6.9,,4.4,54.1,,5.1,,36.0
169,»ÊªÍµµ,2008-12-24,4.8,9.6,,3.3,56.1,,5.5,,39.0
169,»ÊªÍµµ,2008-12-25,2.8,7.6,,11.3,55.1,,6.5,,57.0
169,»ÊªÍµµ,2008-12-26,1.7,3.2,,8.7,58.5,,6.8,,21.0
169,»ÊªÍµµ,2008-12-27,1.5,4.6,,4.6,65.9,,4.3,,17.0
169,»ÊªÍµµ,2008-12-28,4.0,6.9,,2.5,67.0,,6.6,,26.0
169,»ÊªÍµµ,2008-12-29,4.9,8.2,,6.5,65.5,,9.3,,80.0
169,»ÊªÍµµ,2008-12-30,0.8,5.0,0.1,9.3,58.0,,7.4,,35.0
169,»ÊªÍµµ,2008-12-31,-0.5,3.2,0.4,10.5,70.6,,7.9,,28.0
169,»ÊªÍµµ,2009-01-01,-0.9,3.9,0.1,14.2,64.6,,8.8,,25.0
169,»ÊªÍµµ,2009-01-02,3.7,5.4,,9.9,59.4,,5.8,,24.0
169,»ÊªÍµµ,2009-01-03,4.2,5.9,,6.2,61.0,,4.1,,15.0
169,»ÊªÍµµ,2009-01-04,4.7,6.6,,5.8,60.4,,5.4,,22.0
169,»ÊªÍµµ,2009-01-05,2.7,5.7,,8.3,61.1,,7.3,,32.0
169,»ÊªÍµµ,2009-01-06,2.9,5.2,,6.0,61.4,,6.9,,20.0
169,»ÊªÍµµ,2009-01-07,4.0,5.2,,7.2,55.8,,7.0,,17.0
169,»ÊªÍµµ,2009-01-08,4.0,5.3,,7.8,56.5,,6.8,,20.0
169,»ÊªÍµµ,2009-01-09,-1.6,4.9,2.5,9.2,74.9,0.1,8.8,,42.0
